filename,emotion,vocal channel (speech/song),emotion_intensity,statement,repretition,actor_id,gender_int,MFCC[1],MFCC[2],MFCC[3],MFCC[4],MFCC[5],MFCC[6],MFCC[7],MFCC[8],MFCC[9],MFCC[10],MFCC[11],MFCC[12],MFCC[13],MFCC[14],MFCC[15],MFCC[16],MFCC[17],MFCC[18],MFCC[19],MFCC[20],MFCC[21],MFCC[22],MFCC[23],MFCC[24],MFCC[25],MFCC[26],MFCC[27],MFCC[28],MFCC[29],MFCC[30],MFCC[31],MFCC[32],MFCC[33],MFCC[34],MFCC[35],MFCC[36],MFCC[37],MFCC[38],MFCC[39],MFCC[40]
03-01-07-02-01-01-02,6,1,2,1,1,2,0,-561.7823094721518,35.401029644435226,-21.906615223875136,12.156009937165711,-21.18018684715102,-0.028406144954354232,-12.728902620503614,-8.339163369004211,-14.739505426334064,0.12167360672741444,-8.949853945672709,-3.064621621101887,-10.323862055984428,1.4658348875345157,-9.651905438141085,-4.077027849282557,-6.069102448071297,-1.3128812050169327,-6.889381042162558,-1.3155061044305862,-5.735797679313685,-2.991776921879031,-3.7323139950826043,-0.6994732083989779,-1.1111148911992141,2.3301854911876827,3.840306680076598,4.4579647899769395,7.197709298592439,5.217569677284397,2.4976368971695404,2.201279826185116,1.2332895144137823,-0.15111706394215527,0.11573459101586919,-0.7960613470803058,-1.7361502770562367,-1.1648647007957,-0.897961782359752,-0.27247285632079415
03-01-02-02-02-01-02,1,1,2,2,1,2,0,-623.2777917528884,36.952639467341875,-16.621834951434515,2.7340218172833595,-17.279208208456787,2.512184490752701,-14.551073689435762,-6.875611383074671,-16.067873745645585,-0.15948496267433537,-9.491396694025141,-6.7170525453055046,-11.846717586833023,1.2964835939796078,-13.446590086930945,-0.676007357634922,-6.989048371289862,-3.7971084929824754,-7.878990047231896,-2.945317787461941,-3.650647847442628,-5.614313886219717,-0.8261231720786059,-0.35615325185332886,-0.45636413959792854,5.908871979521415,7.290451883452692,8.791610962384608,10.748761121205826,7.631740937997301,5.514418418667393,5.26801053527725,0.7458017132739809,0.7060678178292007,-0.5806613934925651,2.3487467586020583,-1.9226259534351344,-2.0318420005831386,-2.974074279591735,-2.1907510129745313
03-01-08-02-01-02-02,7,1,2,1,2,2,0,-492.2888855808808,38.12801586269414,-34.995052276344516,16.38729333086821,-20.001467794850498,-4.219693512933016,-9.58414841180543,-3.440135636871983,-13.217036692014473,-0.2393022643576782,-9.328194594755454,-2.264956154213226,-3.922006834736348,11.004828636727009,-0.08645517441014287,4.421471657433385,-1.72692515836627,1.1430686306013433,-6.793978681015446,1.0609785909098368,-1.9690045500029343,-6.166718239052247,-5.365682814229995,-1.644756769734638,0.5043092581372219,2.349078059983202,4.067421756037949,6.13375289028195,5.773682208682048,2.711107052653975,2.1490673771786506,5.20842242809232,4.12123549006762,2.0687500717199527,-0.08222959389212765,0.5253338635757944,-1.3493830005631215,-0.7852673902293613,1.6072274530659822,1.0209662230983783
03-01-04-02-02-01-02,3,1,2,2,1,2,0,-614.4455207458327,45.15722217521677,-20.321659308292908,10.240175116972285,-15.183377570312823,-3.360804845183548,-17.842111856659162,-12.986545913988587,-18.576253619680507,-2.7109540561490157,-12.033062221047507,-2.3534575748667237,-13.783998544892139,1.9885674412401688,-9.250698962673802,-7.68257955869312,-3.661726695460018,-3.1658597025745823,-10.001277853117543,-2.431075459800496,-4.581337138538229,-5.504604225871909,-2.2062225319313296,2.1424656436772436,4.60220030442305,2.35145796891375,4.973290784991246,3.0841973214046488,4.232175520450043,6.209062956406593,4.742969646295254,5.9314426850378315,2.38966242377145,1.147250187462039,-1.9682502782118643,1.4713701481069654,-0.660234902112655,-2.1931734740314885,-2.001833799658102,-1.5934406711896751
03-01-06-01-02-01-02,5,1,1,2,1,2,0,-521.8687172732261,34.96039225464869,-32.42703575221833,12.703187032629145,-18.958297827497265,-5.7654615383560355,-18.627943875085084,-12.373632102019599,-16.05158780848413,-0.20571859097686443,-13.216695121670151,-1.6696228931669408,-11.365619721620186,5.2918843731171865,-10.62604155787113,-3.2662003021589983,-5.249415578226532,0.2072406111719263,-0.04162531216094662,12.236269012882873,12.168789560753458,11.282108828785324,8.755739401910072,5.829180046910023,0.1975836923909029,-2.5736746382708864,1.785319642312077,1.0449094547530002,0.8179689466156318,-0.5669053331856229,-4.003089891962041,-1.8520230233325257,-2.613829517490769,-2.2263100805628757,-0.7543170156570939,-0.35099873134875814,-2.8501868264872945,-0.26455487564852537,0.523830132304101,1.3468544262124613
03-01-07-01-02-02-02,6,1,1,2,2,2,0,-597.5494905338106,44.429722372839464,-21.81843372621764,14.611554556356515,-14.480388500894621,-6.247850572281963,-17.031737202887008,-9.870780319818214,-13.921578828481396,0.0586425570897715,-13.066669578863708,-0.45778511409662465,-15.31133194495489,-1.205143219989731,-8.396832339255768,-4.225209785898387,-3.2312944412785694,-4.017964749809924,-8.154117735295882,-3.300436081016878,-4.8905612753238294,-8.004227894697127,-4.554340601902994,-1.5691302270157637,-7.641867543843825,-1.7105923238103617,-2.694868454666542,1.994305524090826,3.8225676633606285,4.713037560348466,6.929833000919963,7.366569735701955,6.516146563535812,4.961612865592233,2.3652893749920563,2.605486723221299,2.2908358777699163,4.588861698138113,6.084392791492083,4.293547547011524
03-01-01-01-02-01-02,0,1,1,2,1,2,0,-580.7364010076067,50.955575265227495,-24.96970299524524,9.24321855313008,-15.214848424703556,-4.182723260818556,-14.083319163336055,-8.176509875603257,-13.436702935480701,-1.9601231258342342,-9.48582525803848,-2.4391008052974996,-11.41216147433387,5.207892870081836,-10.12546684687912,-1.6133643043944743,-4.993009102667003,-3.6233163374199897,-2.029221806104275,2.4050018912386335,0.10968495767685062,0.3363677913752099,1.115571322250273,0.44377892906149985,1.0056286121994207,0.35098300863675375,3.1726589533019918,4.292255382932241,4.396985855354329,3.372856819867588,1.4231450331032667,2.972003020368797,1.8348208626693538,2.2555504453533897,2.9092512476286077,4.861302070848867,-1.0723846486556787,-0.07302098827095904,-0.7902381595853399,0.6909316034114102
03-01-05-02-02-02-02,4,1,2,2,2,2,0,-423.7587463985466,23.607647031745163,-46.736156008411356,8.848228046384428,-28.843529274940845,-9.415566026451362,-10.750058620191451,-14.562769274215032,-13.796333459701794,-6.2799311300958935,-14.40141403519594,-2.850462641099389,-17.609027265830466,1.3535846954196158,-9.86338197284391,4.194221568798579,3.5812324175276617,8.08569127415465,1.0462767846116818,7.542817637554721,-0.3554628163264596,2.566053177842363,2.430829267190657,3.821900819703887,2.131779491842647,2.280963390763785,1.3358374514830715,-1.186963482753213,-0.6311314075904672,-1.0322084326658303,-1.32014684792665,0.009018676311597442,0.5840780969551989,0.9144112533231931,-0.31944585164834366,-0.16324695841126427,-0.2772934928629639,1.2393642641454936,-1.681634765156581,-2.0854886067455047
03-01-03-01-01-02-02,2,1,1,1,2,2,0,-555.5898378804031,44.494891702880054,-33.82399469672159,20.83807997226391,-17.043431943860018,-6.924966062929201,-10.478160090146746,-10.75518112789461,-12.233529645781015,-2.9252900154372847,-10.716413225508703,-0.9292372432325936,-13.336716979158606,3.480981987813804,-8.778937305254637,-3.7131195777542945,-3.72477534093172,-0.05294654843225039,-4.698492143981507,3.6561156228219276,-1.5961776300331068,-3.021306565536566,0.013054720079291269,-0.6984384459810193,-0.7221964554629808,-2.3412013932124935,-0.41825853843393307,2.716809755350783,5.035846726179744,5.904843180771644,1.7934876814600318,3.267674313084073,5.871897666305512,7.005227254900347,3.2981935380139626,1.8089608881301085,-1.235636444882882,1.2413930277502943,-0.21039675540840105,-1.4426107886892316
03-01-04-01-02-01-02,3,1,1,2,1,2,0,-617.107660826856,49.2864346150482,-10.136908592483277,10.840400640236133,-11.211602076919098,-4.725810484230149,-14.572280621709815,-10.053180295304582,-10.782449139100915,-3.1211376323878888,-9.452417340346162,-3.2539485593532644,-9.901089167295485,0.5651411399012621,-9.328058305299942,-3.784094024517162,-4.324722208511431,-3.555102118621327,-6.898739618588928,-1.838943516369533,-3.2555830723763264,-6.834525756210577,-5.2141056483863535,-2.7429525973091176,-1.562773401259551,-0.6075612866554706,3.46162202997232,3.4847769199216394,3.6269229850632563,1.6952433743890138,2.9349762300409368,7.4137965350927875,11.091843284232601,11.055954060827853,7.608404173116206,4.723352805266819,-1.9151852296740335,1.4870263064071594,2.357634999249795,1.9359173041993196
